Dry and bright in acidity with a clean silky mouthfeel. Shows fine raspberry and cherry fruit with a squeeze of tangerine leading to a spicy finish. Drink now with pork tenderloin ahi tuna roasted salmon.,US,Pinot Noir
With its briary flavors of fresh-picked mountain berries and exotic clove nutmeg and pepper spices this Zin defines a more elegant Foothills approach to the variety. The texture is light and silky not at all heavy a supple polished wine of great appeal.,US,Zinfandel
The vineyard is south of the city of Napa in a cool area and the Merlot is traditionally ripe dry and hard in tannins. The 2005 follows that formula. The new oak has not yet been integrated and the wine is fresh young and a little brash right now. But the tremendous heart of cherry blackberry chocolate and plum fruit suggests ageability.,US,Merlot
This is the best Obsidian Cab since the 2002 and for similar reasons. It was a good vintage for Cabernet. The wine is rich and peppery and lush in black currant flavors with beautifully sculpted ripe tannins. Provides more evidence that this Red Hills of Lake County appellation has enormous potential for Cabernet.,US,Cabernet Sauvignon
A fantastic Sauvignon Blanc. Tastes as fresh and vibrant as a young wine can with exuberant flavors of pineapples green apples cloves vanilla and cinnamon that are wrapped into a rich creamy texture. Crisp acidity makes the wine brilliantly clean. With the exception of the '04 an off-vintage this bottling has been wonderfully consistent.,US,Sauvignon Blanc
The alcohol is high giving the wine a peppery burn but it's fun and delicious and utterly unique in its own high mountain way. Completely dry the flavors are of blackberries cooked into a pie and black pepper with just a hint of raisins.,US,Zinfandel
Typical of a fine young S&B; Pinot this is rather hard and closed in tannins now although decanting will help coax out the cherry and currant fruit. But it really needs a good 4–6 years.,US,Pinot Noir
The estate reserve is simply a barrel selection that the winery feels represents the top 10% of their estate-grown Pinot Noir. Basically it offers quite similar flavors; for the extra money you get more butterfat more cherry fruit and a little less herb. What it gains in power the wine loses in detail and nuance; depending upon your own palate preferences the regular estate might be the better value.,US,Pinot Noir
Here's a bone-dry powerful young Syrah that's packed with hard tannins. The vineyard sourcing is interesting ranging from the Sierra Foothills through Paso Robles and the Salinas Valley to the Santa Cruz Mountains. Combining the ripe fruit of warm climates with the acidity of cool regions the wine has black currant beef jerky sour cherry candy black pepper anise and cola flavors that are quite complex. Not likely to age but a lovely full-bodied red to have now.,US,Syrah
Run don't walk to buy this wonderful Merlot by the case. An unbelievable buy from Goldschmidt Vineyards which is doing some of the most interesting things in Sonoma Bordeaux wines it's a soft ripe complex wine that shows the balance and structure of a far more expensive bottling. Brims with briary cherry blackberry chocolate cedar and spice flavors that were born for charbroiled steak.,US,Merlot
Here's an elegant Pinot Noir that restaurateurs should buy for its food companionability. The mouthfeel has a lighter style than some Pinots. But it's packed with flavor and is bone dry and crisp making it ideal for steaks and chops or even Asian fusion. The flavors suggest cherries black raspberries root beer tangerine zest cloves pepper and cinnamon.,US,Pinot Noir
Retour relies on fruit sourced from so-called “old vine” Pinot vineyards. It's full fleshy round and brightly fruity with plenty of spicy chocolate from extended barrel aging. Some whole cluster fermentation and native yeasts contribute to the complexity. A very fine debut.,US,Pinot Noir
This wine has that wonderful but hard-to-pin-down Zinfandel essence that's extremely fruity but also uniquely spicy and brambly. It blends together ripe raspberry creamy vanilla and red cherry on a smooth nicely viscous and very full-bodied frame that helps the finish linger.,US,Zinfandel
High-toned aromas of cocoa barrel spice vanilla and dark fruit lead to plentiful focused fruit and barrel flavors. The flavors linger on the finish.,US,Cabernet Sauvignon
Comprised of 75% Cabernet Franc and 25% Merlot this is a juicy savory and lengthy wine with herbaceous elements of cedar brush and peppercorn. A lush full-bodied complement of baked plum and cherry ride out a lengthy finish.,US,Bordeaux-style Red Blend
There is tons of potential for this varietal in the hot eastern reaches of Paso Robles. Light peach and Pink Lady apple aromas start off the easy-to-enjoy nose. The palate shows more layers starting with ripe peach and then firming up on citrus pith sour apple and tangy pear. A gravelly minerality and rising texture on the finish complete the picture.,US,Verdelho
Light in color and body this is a cool-climate-influenced wine full of spice and life. It offers a mixture of rhubarb strawberry and black tea dusted in cardamom. The wine's spicy tones carry through to the medium-length finish.,US,Pinot Noir
Finding new varietals is always fun and this take on an ancient grape from Campania Italy offers promise in warm Temecula. Crisp Anjou and Asian pears show on the nose along with salt Gala apple white flowers and gravel. Sharp citrus appears on the palate with lime pith pink-grapefruit juice and a chalky seashell component.,US,Falanghina
Aromas of vanilla baking spice wood spice and pitch-black fruit are followed by power-packed fruit and barrel flavors. The oak is primary at present. Give it time to integrate. Best after 2021.,US,Petite Sirah
From entirely estate-grown fruit and blended with 5% Cabernet Franc this is a soft full and well-structured wine sanguine in currant cassis and a dusting of brambly raspberry. Inviting it finishes in a pleasing note of mocha.,US,Merlot
The winery's annual stainless-steel bottling this is showy rather than reserved with ripe Asian pear tropical flowers sweet apple blossoms pineapple and a bit of vanilla on the nose. Nicely fresh it's bright on the palate with a sizzle of acidity and grippy chalkiness that frame the poached-pear palate.,US,Chardonnay
Fresh aromas vivid citrus flavors elegance and poise make this an attractive wine. It has a balance that is easy to enjoy and keeps calling for more sips with pleasant notes of citrus and green fruit throughout.,US,Sauvignon Blanc
Deep color and lots of concentration make this full-bodied wine stand out. It has smoky black-peppery aromas along with ripe but not sweet blackberry and black-cherry flavors. Firm tannins add texture. This boldness needs rich food for a pairing.,US,Barbera
Toast with apricot jam comes first to mind in this nicely balanced white that begins in richness and evolves in the glass to offer a freshness of lime zest and grapefruit the minerality well-defined.,US,Chardonnay
This is a very light expression of the grape from a San Francisco-based producer with thyme chaparral cranberry tart pomegranate juice and wet clay on the nose. The palate shows light tangy cherry juice fennel crushed olive and peppery spice. It will work well for fans of this style but there's not enough there to entertain the mainstream Pinot Noir fan.,US,Pinot Noir
The varietal is unmistakable with generous amounts of freshly ground black pepper along with lemon twist herb and raw meat. The medium-bodied palate brings more of the same with fruit and savory flavors that provide intrigue.,US,Mourvèdre
This crisp coastal wine was fermented in half concrete and half stainless steel. It blithely retains plenty of acidity amid its medium-bodied layers of quince white peach lemon forest floor and a touch of dried herb.,US,Albariño
This is an impressive blend of 45% Merlot with 25% estate-grown Cabernet Sauvignon 20% Syrah from Stagecoach Vineyard and 10% Biale Zinfandel. It comes together seamlessly in a twist of structured blackberry leathery tannin and tomato leaf priced to be enjoyed by many.,US,Red Blend
Tight and nicely constructed this is not afraid to show its herbal side. Tannins are earthy and firm the fruit tight and focused and the wine might benefit from a few more years in the bottle. What's already there is cassis tar and earth finishing with a light but balanced fade.,US,Merlot
From the Evergreen Vineyard in the Ancient Lakes region north of the Wahluke Slope this is surprisingly high-powered at 13.9% alcohol with a big smack of oak in the nose. That oak is wrapped around green banana and green apple fruit with a little vanilla on the side. As young as it is it seems likely to knit together and improve over the next year or two.,US,Chardonnay
At just 12.5% alcohol this comes across as dry and quite fresh with vivid grapefruit flesh and acidity. Some mint and lemon flavors sneak in also. The emphasis is clearly on citrus rather than peach or apricot; a fine food wine.,US,Riesling
A bit of a letdown after a string of riper more successful vintages. Feels sharp and somewhat herbal with a hay or dried wheat edge to the black cherry and rhubarb fruit. Could just be going through a tough period and might emerge on the other side in 5–6 years.,US,Pinot Noir
This is a heavy full-bodied wine with the weight of a Rhône variety perhaps Grenache. Purists will criticize it for lacking the elegance you want in an expensive Pinot Noir. It's dry and tannic with deep flavors of red currants cherries licorice Canadian bacon and peppery spices. Could develop in the bottle but it's risky.,US,Pinot Noir
Shows the exotic fruitiness of Viognier with a blast of tangerines pineapples Meyer lemons limes and green apples with flowery honeysuckle and jasmine notes. The wine shows subtle oak notes but is mainly notable for its forward flavors elegant dryness and crisply bright acidity.,US,Viognier
This is a decadently rich Chardonnay although it depends for its appeal mainly on oak and ripe fruit rather than nuance. Explodes with pineapple jam golden mango crème brûlée buttered toast honey and cinnamon spice flavors. Ready now.,US,Chardonnay
This spicy elegant take on Syrah will reward your attention. Boysenberry and other purple/black fruits are expressed both aromatically and on the palate with light touches of vanilla. The overall impression is of a pretty structured textural wine with excellent length and balance.,US,Syrah
The 2011 and 2012 Chardonnays from DaMa are a study in contrasts showing how very different the vintages were. Both come from Sagemoor and Conner Lee grapes but in 2012 the wine has more floral highlights and a vertical crispness to its structure. Flavors of anise green apple and pear are wound up in the tight frame and this would appear to have some years of life ahead.,US,Chardonnay
The finest Gamache Cabernet Franc since the 2008 this is arguably the best value in the winery's entire lineup. There's excellent varietal character on display a mix of blueberries and coffee grounds and the overall balance is improved by virtue of the cooler 2011 vintage keeping alcohol levels in check.,US,Cabernet Franc
Half was whole-cluster fermented yielding dense scents and flavors with black olive herb and a touch of mocha. Cranberry raspberry and cherry fruit flavors are smooth and detailed and the tannins firm and polished.,US,Syrah
A beautiful wine to pair with desserts based on white fruits or simple but delicious vanilla sponge cake. Made from late-harvested Chardonnay it's very sweet in apricots lemons vanilla and buttered toast with a brisk edge of acidity for balance.,US,Chardonnay
Since planting in 1997 Bucher Vineyard has been a renowned source of Pinot Noir for exceptional local wineries. Now the Bucher family is making their own wine with good results. The wine is dry fresh and keen in acidity and has considerable weight with ripe forward raspberry cherry bacon sautéed wild mushroom and exotic spice flavors. However it's still too young. Begin to enjoy it around 2018.,US,Pinot Noir
This excellent Merlot speaks to many of Reininger's proven strengths. It's quite smooth and supple loaded with ripe plum and cherry fruit seamless and chocolaty. The balance is right on the length and texture captivating.,US,Merlot
A pure varietal Syrah this opens with a mix of peppery herbs a hint of stem and a whiff of tomato leaf. Give it some breathing room and the red currant fruit fleshes out melding with darker flavors of licorice soy and espresso in a wine of medium length with natural acidity and crisp tannins.,US,Syrah
The proportions favor Grenache 55% to 45%. Four vineyards from three widely different AVAs contributed grapes yielding compelling aromas of wild berry raw meat and a brambly character. This is a wine that wants you to take a walk on the wild side so put on some Lou Reed while you enjoy it.,US,Grenache-Carignan
20% whole-cluster fermented this rich brooding blend of Alder Ridge (86%) and Snipes Mountain Grenache brings notes of licorice dark cherry black pepper and mortared herbs. It's broad in feel tart fruit filled and tightly wound needing time in the cellar to unfurl.,US,Grenache
This is a good price for a Cabernet this rich and satisfying. It's dry tannic and opulent in blackberries black currants and mocha with a complex note of green olives. It's fully ready to drink now.,US,Cabernet Sauvignon
Plum sassafras and dark cherry form a contingency of flavor in this brooding velvety smooth wine with a sizable finish. Cinnamon and clove are peppered throughout this full-bodied well-made effort from the famous vineyard site.,US,Pinot Noir
Bursting with citrus and savory aromas this wine is an extrovert that layers spicy herbal notes on top of ripe and delicious melon and citrus flavors. It has the at-first almost pungent aroma of oak-aged Sauvignon and slowly reveals more interesting layers of fruit and spice with each sip.,US,Sauvignon Blanc
Sharp lime skins rich petrol and yellow grapefruit juice combine for that familiarly fresh Riesling aroma yet this one is a tad richer with a lemon pastry note. Dried lemons and apples show on the palate where a zesty tangy yuzu acidity meets with ginger and lemongrass notes. A complex bottling.,US,Riesling
Ripe blueberries toasted oak caramel brown coffee black pepper and crushed grape seeds combine for a pleasant smoke and fruit combo on the nose of this bottling. There is a nice chalky texture on the energetic palate where dense elderberry and blackberry notes meet with tobacco ash flavors.,US,Cabernet Sauvignon
Plum clafouti and a marriage of cherry and clove provide a foundation above which lies a spicy mix of dried herb and cedar in this integrated softly approachable wine of medium-build and length.,US,Cabernet Sauvignon
From a replanted single vineyard single clone site the first vintage since that replanting in 2009 there's a youthful awkwardness still at play here though the wine is quite juicy in black cherry and a lingering suggestion of soy. The oak and tannin are fairly firm and pronounced.,US,Pinot Noir
This wine is mostly Cabernet Sauvignon (91%) along with pinches of Syrah and Merlot. The aromas of espresso coffee grounds fresh herbs and cherry pop but don't always seem entirely harmonious. The black fruit flavors are more reserved than the aromas might suggest but still deliver.,US,Red Blend
This wine surprises in its sanguine nature dusted in currant and cranberry with a dustiness to the firm but not overbearing tannins. Structured and light-bodied in an elegant way it remains lively in the glass.,US,Cabernet Sauvignon
From an appellation better known for Zin this blend of 41% Cabernet Sauvignon 26% Cabernet Franc 21% Malbec 8% Merlot and 4% Petit Verdot works well—a study in chocolate-covered blackberry and blueberry with a powerful firmness balanced by moderate acidity.,US,Bordeaux-style Red Blend
This winery is one of the region's bright spots in this case offering expertly layered touches of vanilla caramel cappuccino blueberry and a touch of oregano in the blend of 42% Cabernet Sauvignon 30% Merlot 13% Cabernet Franc 8% Malbec and 7% Petit Verdot. Cocoa nibs coffee black cherry dill bay leaf and black olive pop on the palate where the lingering acidity ensures aging potential.,US,Bordeaux-style Red Blend
This blend of 71% Grenache and 29% Syrah is lively with smashed strawberries and cherries on the nose as well as stewed beef lilacs and berry-laced pastries. Black plums and cherries show on the sip held up by tart plum skins rose hips and lilac flavors rounded by a sprinkling of brown sugar.,US,Grenache-Syrah
This 100% varietal wine was aged in differing levels of oak from 33% new French to once and twice-used (also French). It makes for a bold presence of thick soft black plum and licorice complemented by long-lasting texture and a length of leather.,US,Petite Sirah
Fresh and light in aroma crisp and delicate in flavor this wine is light-bodied well-balanced and attractively restrained in character. Because of all that it will be extremely versatile with food—everything from shucked oysters to Thai food to smoked salmon.,US,Sauvignon Blanc
Fairly light in the glass this bottling shows chalk slate and wet sand minerality on the nose alongside Asian pear flesh kiwi and honeydew fruit notes. The texture is quite pithy once sipper showing grapefruit and apple skins and then it warms toward yellow pears and a sea salt wamrth.,US,Chardonnay
Vibrant delicious and tastefully oaky this wine smells like spearmint tart apples and buttered toast with flavors of citrus and crisp white peach. There is some heft in the texture but it's medium bodied very supple and energized by fresh acidity and oak spiciness.,US,Chardonnay
Half Viognier with the rest equal parts Marsanne and Roussanne it's aromatically expressive with notes of lime zest honeysuckle almond and white peach. The palate is flavorful yet delicate showing an exquisite sense of balance that carries through the lingering finish. It's subtle but if you pick up its nuances there are plenty to find.,US,Rhône-style White Blend
The Grenache (20%) blended in shows itself with its aromas of raspberry and spice complementing Syrah's blue fruit. The flavors are full bodied and lush pulling no punches but staying in balance.,US,Syrah
There's a gorgeous floral and citrus bouquet upon entry followed by lithe flavors of orange blossom and zest. From an estate-grown vineyard the wine is balanced and elegant with a twist of pineapple custard on the finish.,US,Chardonnay
There's a very savory gamy element on the nose of this wine which shows wild berries woody shrubs rusty iron and turned forest-floor aromas. The palate is punchy at first with decent acidity and cranberry-plum-raspberry flavors then clings to a pencil-lead core deeper into the sip. It offers quite a bit of complexity.,US,Pinot Noir
Pungent spicy earth and cinnamon rise out of the wine's bouquet inviting one to enjoy a structured expression of cranberry raspberry and black tea. The tannin structure is well managed and the oak strong yet integrated. Gap's Crown is among the vineyards that figure into the blend along with several Dutton family properties. This is fresh and focused.,US,Pinot Noir
Mineral mulberry dried herb and black-fruit aromas lead to layered dark-fruit flavors that show intensity as well as exceptional balance. This has a delicious factor that is impossible to ignore.,US,Syrah
Brilliant strawberry and raspberry aromas bright and effusive fruit flavors and a sense of freshness and purity make this wine from one of El Dorado County's oldest wineries a pleasure to drink. It's full bodied has a smooth texture mild tannins and a lingering finish.,US,Zinfandel
Intoxicating aromas of plum jelly violets blueberry chocolate and cinnamon are cut with a pencil-lead focus on this bottling by a family in the Paso wine game since 1908. Flavors of blackberry jelly are lifted by lavender and anise spice.,US,Zinfandel
From a steep hillside vineyard that is estate owned and farmed this wine is pungent in dark fruit and black tea. Elusive at first it takes time to open and reveal classic Sebastopol Hills elements of earth and black cherry finishing awash in cardamon.,US,Pinot Noir
A lighter tightly wound take on the grape with boysenberry black pepper and a smoky pork umami character slowly emerging on the nose this fresh wine will last a while. The even-handed palate shows vanilla and blueberry notes steadily solving toward a savory though crisp finish.,US,Syrah
Very light pink this rosé offers extremely pleasant and approachable aromas of nectarine pluot plum lime and a dusting of vanilla. These give way to a light and bright palate where lime zest cuts through a bubble gum core. Yeasty notes adds further nuance.,US,Pinot Noir
This is a suave and supple wine with a luxuriously smooth texture. From one of Anderson Valley's fabled vineyard sites this offers softness and easy drinkability balanced by a firm backing of fruit tones acidity and fine tannins.,US,Pinot Noir
Light and smoothly textured this beautifully crafted wine is earthy in wild strawberry preserves mushroom and forest floor. With a tannic grip that subsides in the glass it's built to age but entirely enjoyable now showing power and concentration on the finish.,US,Pinot Noir
Very light in the glass this wine by regional Sauv Blanc veteran Kathy Joseph offers cut green apples sweet lime blossoms and a light honey element on the nose. Lime zest and citrus pith decorate the palate with steely white pepper and dried oregano flavors that race across the tense palate.,US,Sauvignon Blanc
Dark loam and a slate-driven minerality restrain the concentrated black raspberry and black currant ripeness on the nose of this elegant wine made by a Sonoma-based group co-founded in 1972 by a descendant of tractor-maker John Deere. Lots of eucalyptus and purple sage shrubbery on the palate spices up the soft luscious blackberry and olallieberry fruit core.,US,Pinot Noir
This wine from an extreme coastal vineyard is framed by earthy notes of turned black loam as well as a cherry blossom ripeness with a laid-back sagebrush element and touch of olive. There's a lot of thyme and marjoram on the palate as well as orange rinds plum peel barely ripe cranberry fruit and a graphite tension.,US,Pinot Noir
Dried cherries cocoa dust flinty gunmetal worn leather and pressed rose petals show on the nose of this blend of Petite Sirah Syrah and Grenache. The palate surrounds a dense core of minted blackberry fruit with lifting dill and a chunk of fudge rounding out a very nice flavor set.,US,Rhône-style Red Blend
Ah the beautiful fruit aromas polished texture ripe but tangy flavors and supreme balance make this an elegant and delicious wine. This is not showy but slightly reserved as very little spicy oak is showing through yet the wine's vibrance and purity keep begging for another sip.,US,Pinot Noir
Tight blueberry hot blacktop and a flash of purple flowers combine for an earth-driven nose on this wine from a hot region in southern Monterey County. The flavors are quite distinctive with barely ripe mulberries cedar-edged blackberries sandalwood shavings and a touch of graphite.,US,Tempranillo
Almost as good as some of the winery's best single-vineyard bottlings this wine has a tremendous nose that offers tangerine blossom pink grapefruit skin sea salt and toast around a line of graphite. The palate presents juicy nectarine and ripe citrus alongside yeasty sizzle salt and a chalk minerality.,US,Chardonnay
High-intensity and reflective of its mountainous heritage this 100% varietal wine is elegant and velvety despite its thick tannin structure. It offers equal components of berry pie black pepper and cardamon. Smooth on the palate it's ready now well made and in balance.,US,Cabernet Sauvignon
Savory aromas like chicken stock and dried herbs lead to light cucumber flavors and a lean body and dry texture.,US,Riesling
Tart cherry supports seductive aromas of perfumed cola and cinnamon in this otherwise lean sour and somewhat bitter-ending wine.,US,Pinot Noir
Vanilla cream and a stony minerality form around a bitterness of preserved lemon and a touch of heat that takes on an abundance of intensity on the finish.,US,Sauvignon Blanc
This is an oddly perfumed and puckering wine with not much to say in the way of fruit the oak treatment suggestive of oak chips.,US,Cabernet Sauvignon
A frankly sweet wine this has a deep pink color simple floral and fruity aromas and a smooth soft texture.,US,Rosé
This is a 100% varietal wine with a dullness to the nose and a simplicity to the palate that makes it hard to distinguish the fruit and acidity diluted.,US,Merlot
A smooth texture and broadly fruity flavors make this medium-bodied wine easy to sip and swallow. Red cherry and plum aromas lead to ripe fruit on the palate and light butter and vanilla accents.,US,Sangiovese
There are some curious almost Syrah-like elements to this bottling from a rural region between Santa Clarita and Palmdale but it's an interesting wine. Aromas of concentrated blueberry and blackberry meet with tar peppercorn and black licorice on the nose. Then the palate shows dark fruit with fennel oregano marjoram black-olive and beef-crust flavors.,US,Cabernet Sauvignon
From a selection of sites within the appellation this approachable wine is dusty and grippy with strong flavors of chocolate plum and blackberry. Firm rounded tannins make for an enjoyable experience. The finish just slightly smoky and seasoned in black pepper.,US,Cabernet Sauvignon
Fresh wild berry and Concord grape aromas meet with dark lavender black tea and crushed slate on the nose of this blend of 51% Merlot 26% Cabernet Sauvignon 14% Cabernet Franc 5% Malbec and 4% Petit Verdot. Boysenberry syrup meets with pencil shavings on the palate.,US,Bordeaux-style Red Blend
From one of the Riboli family's new estate vineyards this bottling is a clean but quite ripe style of Viognier with blousy aromas of tuberose coconut and guava. It's tighter on the palate with honeydew key lime and guava sorbet flavors.,US,Viognier
Quite yellow in the glass this solid bottling of a tough-to-master grape shows rich aromas of dried lemon peel beeswax smoke nut oil and sandstone on the nose. The viscous palate offers dried pears seared lemons and a hint of salinity—elements that will continue to converge and gain nuance with cellar time.,US,Marsanne
An aroma like fresh mint leaves and sage leads to lively crisp lemon and lime flavors in this very refreshing wine. It has just the vibrant palate-cleansing qualities needed.,US,Sauvignon Blanc
Aromas of assorted green herbs mix with notes of black cherry anise and barrel spice. The blackberry flavors are sweet and tacky in feel. There's intrigue but it doesn't all come together.,US,Cabernet Sauvignon
Dried herb aromas are at the fore along with notes of flowers and red fruit. The palate is full of medium-bodied fruit and savory flavors that bring a lightly tacky lip-smacking feel. It's hard to place it as Grenache exactly but it brings enjoyment all the same.,US,Grenache
This wine is a blend of 52% Syrah 26% Mourvèdre and 22% Grenache. Aromas of black licorice herb barrel spice and cassis are out front. The palate is chock-full of black fruit flavors that bring a dry lightly astringent feel.,US,Rhône-style Red Blend
Sturdy and flavorful this is a well-made dry and moderately tannic wine that smells beefy salt-and-peppery and tastes juicy like raspberries and cherries with a little bit of meatiness coming through for complexity. The texture has good grip and acidity so the wine will pair well with big proteins.,US,Cabernet Sauvignon
With more tannic grip than usual and plenty of ripe black-cherry flavors this is an enjoyable full-bodied wine that will pair nicely with rich food. Made from Malbec Petit Verdot and Petite Sirah the wine's texture benefits from fine-grained tannins that balance the powerful fruit flavors quite well.,US,Red Blend
Minty bay leaf and leather define this wine in a savory earthy way with a strong notion of forest floor at its core. Firm tannins and subtle oak contribute a leathery aspect to the texture.,US,Pinot Noir
From coastal hills near Jenner this is true Sonoma Coast fruit and it shows in its cool-climate embrace of red fruit and white pepper. Leather saddle marks the personality of the texture and soft acidity keeps it full-bodied and relatively dense.,US,Syrah
This single clone single-block wine offers a well-defined tight and concentrated streak of pretty cherry fruit. It's underpinned with minerality and carries on through a clear crisp finish.,US,Pinot Noir
This is a fun flavorful blend of 63% Merlot 14% Syrah 10% Cabernet Sauvignon 9% Petit Verdot and 4% Malbec. Soft juicy red fruit meets sizable tannin and leathery oak laced in vanilla.,US,Red Blend
Mild red fruit is met by soft texture in this ripe tart and moderately bodied wine. Cranberry and strawberry flavors are buoyed by fresh acidity and weight.,US,Merlot
Yeasty with aromas of beer batter this is an interestingly robust wine concentrated in blackberry and dark cherry with undertones of tar and bitterroot.,US,Zinfandel
Densely extracted this larger production wine succeeds in keeping things simple and approachable its midpalate juicy and round with accents of graphite compost leather black currant and berry.,US,Cabernet Sauvignon
Ripe and tropical in pineapple papaya and guava this is a medium-bodied style of the variety lightly oaked which shows tart lemon on the finish and a lingering accent of anise. It is a screaming deal for the price.,US,Chardonnay
This is a light-bodied lightly textured wine from one of the producer's coolest sites minty and herbal in a taste of forest floor and strawberry. Citrus and pomegranate provide additional crispness and freshness on the palate.,US,Pinot Noir
This blends a majority Cabernet Sauvignon with smaller amounts of Merlot and Petit Verdot coaxing soft rounded texture and substantial flavors of red berry and vanilla. With a density on the palate it carries with it a streak of smoked meat.,US,Claret
This blend of 40% Grenache 40% Syrah and 20% Mourvèdre starts with very cohesive aromas of fresh-pressed blackberry and slight fudge. The palate is extremely powerful in overripe flavors of black currant Concord grape and milk chocolate finishing with a wash of strong acidity. It's very juicy and approachable but a tad sweet.,US,G-S-M
This dark ripe wine combines 73% Cabernet Sauvignon 13% Merlot 10% Zinfandel and 4% Petit Verdot. Together they form an alliance of black cherry blackberry jam and clove richly rounded and expressive.,US,Red Blend
Aromas of dried cranberry raspberry vanilla dill and spice are followed by velvety fruit and barrel flavors that show a lovely sense of balance. It provides plenty of interest but the barrel notes seem a bit too predominant.,US,Cabernet Sauvignon
This is a full-bodied ripe wine moderate in acidity that reveals a wealth of baked plum and cinnamon in the glass. Along the way it meets a pine forest of savory companionship finishing in youthful tannin.,US,Pinot Noir
Smoky oak supports a simple supple texture of blackberry and tobacco in this likable wine from both counties a good value for the quality and tailor-made for the table.,US,Merlot
This is a challenging wine but it takes bravery to make Pinot Grigio like a red wine using amphorae and terra cotta along the way. It's pink but not a rose. Zesty aromas of tangerine wet stone and grapefruit skins also show a bit of yeast. There is strong kumquat tang to the sip which is fairly sour without the ripeness one might expect from the color.,US,Pinot Grigio
This is a light delicately crafted and affordable offering of the variety a good value for the quality that delivers nuanced layers of raspberry strawberry and rose petal.,US,Pinot Noir
Clean if slightly sweet notes of apple Meyer lemon pith honeydew melon peach blossom and bubblegum show on the nose of this bottling. It's quite light on the palate with touches of light pear and apple with that bubblegum touch arising as well.,US,Chardonnay
Green apple shines through in this light-bodied sparkler which adds a note of strawberry midway through. Crisp and moderately complex it's an enjoyable quaffer that finishes in a flourish of vanilla and shortcake.,US,Sparkling Blend
Sugary volatile with flavors of prune and brown sugar. No finesse at all.,US,Pinot Noir
Sweet in orange and papaya fruit flavors yet lacking the vital acidity needed for balance. The result is cloying.,US,Sémillon
Strong in gooseberry flavors that are unripe with those notoriously green sour feline elements. Despite some citrus and apple flavors it's a hard wine to warm up to.,US,Sauvignon Blanc
An awkward unbalanced wine. Has green vegetal flavors alongside sweet candied raspberries.,US,Zinfandel
This barrel-fermented Chardonnay cloaks its thin fruit in aggressive flavors of wood and butter. The wine itself is soft and watery quickly disappearing into a frail finish.,US,Chardonnay
Outstanding. So dry and elegant with such a deft delicate texture yet so explosive in fruit and spice. Bone dry it has notes of herbs cinnamon raspberries and white pepper. A gorgeous complex wine one to think about and discuss.,US,Pinot Noir
Brilliantly dry and rich in acidity this Pinot feels very refined in the mouth. With relatively modest alcohol it offers an elegant and refreshing alternative to the heavy style of many California Pinot Noirs. Offers notes of earth cherries mushrooms spices and sweet sandalwood.,US,Pinot Noir
Pleasing aromas of cocoa bittersweet chocolate dried herbs and plum lead to black-currant flavors that display a reserved styling. A light grip of tannins provides the frame.,US,Cabernet Sauvignon
Earthy with streaks of mint and sage this is a light-bodied soft and perfumed wine brightly highlighted in red cherry and pomegranate. It finishes crisp and juicy.,US,Pinot Noir
Bright black cherry and raspberry flavors take center stage in this unoaked Cabernet Franc. Juicy and ripe it's best enjoyed now through 2016 to appreciate its forward fruity exuberance.,US,Cabernet Franc
Ripe clean apple aromas meet with a touch of green honeydew and an interesting note of cut celery on the nose of this wine from the Riboli family. The palate offers decent tension and verve with flavors of chilled pear juice and fresh lemon rinds.,US,Sauvignon Blanc
A ripe easygoing wine made in small amounts this dances in smoky blackberry jam and clove. The tannins are approachable and integrated and the oak happy to play a supporting role.,US,Cabernet Sauvignon
High-toned aromas of raspberries mint nori and green herbs are followed by black-tea flavors and slightly gritty-feeling tannins. It brings appeal but the variety seems hard to find.,US,Merlot
Aromas of dried herbs intertwine with dill vanilla and other barrel spices on this blend. The cranberry flavors have a tart zing with slightly drying tannins providing the frame.,US,Red Blend
From the producer's sloping vineyard at a 750-foot elevation in the eastern section of the appellation this wine also contains 4% Malbec from the same site. Earthy in stewed mushrooms grilled meat and bouillon it's a bold dense powerhouse of a wine with a tobacco-laden finish.,US,Cabernet Sauvignon
Blackberry and black-currant aromas are fresh and bright with herbal notes providing accents. The sweet flavors are plump and fruit-forward. This wine doesn't provide a lot of complexity but brings plenty of easy-drinking pleasure.,US,Cabernet Sauvignon
The berry herb and coffee aromas are light and are followed by high-toned potpourri notes. It's full in feel but with lighter-styled flavors with the tannins showing some astringency.,US,Syrah
Aromas of tangerine and melon are light but display nuance. It tingles the palate with a broad textured feel and a finish that sails.,US,Chardonnay
Salmon-pink in color this easy-to-enjoy sparkling wine is nutty in aroma and plush in acid-driven layers of wild strawberry and raspberry flavors. Dry it's made by Rack and Riddle winemaker Penny Gadd-Coster in a méthode Champenoise style.,US,Sparkling Blend
This wine is a blend of Cabernet Sauvignon Syrah and Merlot all from Burgess Vineyard. The aromas display each variety in turn with notes of high-toned herbs followed by plum and dried cherries. Tart flavors show a focus on acid and are far more elegant in style than most wines from this vintage.,US,Red Blend
Hints of blossom and berry perfume this blanc de noirs sparkler made from Pinot Noir blended with a touch of Pinot Meunier grapes. It's quite mouth-filling and foamy with a lingering chewy mousse but fresh apple pear and lemon flavors are pristine and elegant.,US,Champagne Blend
Whispers of brioche and spice lend warmth to concentrated flavors of pressed apple and pear in this traditional Champagne blend. It's intensely frothy and foamy on the palate but bright lemon-lime acidity tightens up the finish.,US,Champagne Blend
